Unnamed: 0,molecule_chembl_id,smiles,processed smiles,pIC50,Smiles_Length,processed_smiles,is_orally_available
835,CHEMBL650,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,,,96,[H][C$]12CC[C@](O)(C(=O)CO)[C$]1(C)C[C@H](O)[C$]1([H])[C$]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,TRUE
836,CHEMBL500,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,,,30,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,TRUE
837,CHEMBL1087,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,,,30,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,TRUE
838,CHEMBL1521,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,,,46,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,TRUE
839,CHEMBL1077,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,,,41,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(j)C=C1,TRUE
840,CHEMBL647,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,,,31,NC1=CC(n)=C(NC2=NCCN2)C(n)=C1,TRUE
842,CHEMBL1172,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,,,44,nC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,TRUE
843,CHEMBL459,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,,,34,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,TRUE
844,CHEMBL1110,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,,,45,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,TRUE
847,CHEMBL639,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,,,50,CN1CCCC(CC1)N1N=C(CC2=CC=C(n)C=C2)C2=CC=CC=C2C1=O,TRUE
848,CHEMBL1138,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,,,80,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,TRUE
852,CHEMBL691,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,,,74,[H][C$]12CC[C$](O)(C#C)[C$]1(C)CC[C@]1([H])C3=C(CC[C$]21[H])C=C(O)C=C3,TRUE
853,CHEMBL561,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,,,51,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,TRUE
854,CHEMBL1201338,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,,,37,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,TRUE
855,CHEMBL1218,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,,,38,CCC(=O)NCC[C$H]1CCC2=C1C1=C(OCC1)C=C2,TRUE
856,CHEMBL94,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,,,50,[H][C@]12N(C)CC[C$]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,TRUE
858,CHEMBL1256786,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,,,46,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,TRUE
860,CHEMBL1200406,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,,,65,CN1C2=C(N=C(n)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,TRUE
861,CHEMBL1201335,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,,,46,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,TRUE
862,CHEMBL803,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,,51,NC1=NC(=O)N(C=C1)[C$H]1O[C@H](CO)[C$H](O)[C$H]1O,TRUE
863,CHEMBL59,NCCC1=CC(O)=C(O)C=C1,,,20,NCCC1=CC(O)=C(O)C=C1,TRUE
864,CHEMBL636,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,,,38,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,TRUE
865,CHEMBL1200374,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,,,75,[H][C$]12CCC(=O)[C$]1(C)CC[C$]1([H])[C$]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,TRUE
866,CHEMBL1071,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,,,43,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,TRUE
867,CHEMBL1096562,COC(=O)CCC(=O)CN,,,16,COC(=O)CCC(=O)CN,TRUE
868,CHEMBL1542,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,,,42,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,TRUE
870,CHEMBL940,NCC1(CC(O)=O)CCCCC1,,,19,NCC1(CC(O)=O)CCCCC1,TRUE
872,CHEMBL1279,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,,,42,CN[C$H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,TRUE
873,CHEMBL435,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,,,39,NS(=O)(=O)C1=C(n)C=C2NCNS(=O)(=O)C2=C1,TRUE
874,CHEMBL1200356,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,,,61,[H][C@]12SC(C)(C)[C$H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,TRUE
875,CHEMBL714,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,,,32,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,TRUE
876,CHEMBL1201193,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,,,37,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,TRUE
878,CHEMBL182,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,,,32,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,TRUE
879,CHEMBL467,NC(=O)NO,,,8,NC(=O)NO,TRUE
880,CHEMBL1444,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,,,44,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,TRUE
882,CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,,,26,CS(=O)(=O)OCCCCOS(C)(=O)=O,TRUE
883,CHEMBL571,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,,,39,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,TRUE
884,CHEMBL1104,CC[N+](C)(C)C1=CC(O)=CC=C1,,,26,CC[N+](C)(C)C1=CC(O)=CC=C1,TRUE
885,CHEMBL934,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,,,34,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,TRUE
887,CHEMBL1159650,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,102,[H][C$]12C[C@H](C)[C@](OC(=O)CC)(C(=O)Cn)[C$]1(C)C[C@H](O)[C$]1(F)[C$]2([H])CCC2=CC(=O)C=C[C@]12C,TRUE
889,CHEMBL443,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,,,36,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,TRUE
890,CHEMBL472,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,,,64,COC1=C(C=C(n)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,TRUE
892,CHEMBL862,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,,,30,NC(=N)NC(=O)CC1=C(n)C=CC=C1n,TRUE
893,CHEMBL1482,CC(C[N+](C)(C)C)OC(N)=O,,,23,CC(C[N+](C)(C)C)OC(N)=O,TRUE
894,CHEMBL1311,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,,,53,[H][C@]12OC[C$H](O[N+]([O-])=O)[C$]1([H])OC[C$H]2O,TRUE
895,CHEMBL1054,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,,,48,NS(=O)(=O)C1=C(n)C=C2NC(NS(=O)(=O)C2=C1)C(n)n,TRUE
897,CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,,,52,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(n)C(n)=CC=C1)C(=O)OC,TRUE
898,CHEMBL866,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,,,45,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,TRUE
899,CHEMBL1096,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,,,46,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,TRUE
901,CHEMBL1341,COC(F)(F)C(Cl)Cl,,,16,COC(F)(F)C(n)n,TRUE
902,CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,,,58,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,TRUE
903,CHEMBL84,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,,,66,CC[C$]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,TRUE
904,CHEMBL1576,NC(=O)OC1(CCCCC1)C#C,,,20,NC(=O)OC1(CCCCC1)C#C,TRUE
905,CHEMBL897,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,,,37,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,TRUE
906,CHEMBL1425,S=C1N=CNC2=C1NC=N2,,,18,S=C1N=CNC2=C1NC=N2,TRUE
907,CHEMBL45627,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O,,,46,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O,TRUE
908,CHEMBL640,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,,,29,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,TRUE
910,CHEMBL972,C[C@H](CC1=CC=CC=C1)N(C)CC#C,,,28,C[C@H](CC1=CC=CC=C1)N(C)CC#C,TRUE
911,CHEMBL1201328,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,,,53,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,TRUE
912,CHEMBL672,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,,,52,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(n)C=C1,TRUE
913,CHEMBL468,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,,,38,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,TRUE
914,CHEMBL852,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,,,40,N[C$H](CC1=CC=C(C=C1)N(CCn)CCn)C(O)=O,TRUE
915,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,,,27,CC12CC3CC(C)(C1)CC(N)(C3)C2,TRUE
916,CHEMBL31,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,,,53,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,TRUE
919,CHEMBL1501,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,,,119,[H][C$]12C[C$]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C$]4(F)[C$H](O)C[C@]3(C)[C$]1(OC(C)(C)O2)C(=O)COC(C)=O,TRUE
920,CHEMBL1380,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,,,49,NC1=NC2=C(N=CN2[C$H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,TRUE
921,CHEMBL521,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,,29,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,TRUE
923,CHEMBL29,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,,,62,[H][C@]12SC(C)(C)[C$H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,TRUE
924,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,,,58,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,TRUE
925,CHEMBL245416,N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O,,,33,N[C$H](CN1C=CC(=O)C(O)=C1)C(O)=O,TRUE
926,CHEMBL1762,CC(N)C(=O)NC1=C(C)C=CC=C1C,,,26,CC(N)C(=O)NC1=C(C)C=CC=C1C,TRUE
928,CHEMBL976,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,,,42,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,TRUE
929,CHEMBL9,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,,,45,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,TRUE
930,CHEMBL1082,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,,,72,[H][C@]12SC(C)(C)[C$H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,TRUE
932,CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,,,43,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,TRUE
933,CHEMBL1085,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,,,52,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,TRUE
934,CHEMBL434,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,,,28,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,TRUE
935,CHEMBL45,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,,,30,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,TRUE
937,CHEMBL1073,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,,,59,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,TRUE
938,CHEMBL452,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,,,50,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2n)C=C1,TRUE
939,CHEMBL643,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,,,36,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,TRUE
941,CHEMBL73451,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,,,41,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,TRUE
943,CHEMBL1568,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,,55,NC1=NC(F)=NC2=C1N=CN2[C$H]1O[C@H](CO)[C$H](O)[C$H]1O,TRUE
945,CHEMBL657,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,,,33,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,TRUE
949,CHEMBL76370,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,,,38,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,TRUE
950,CHEMBL89598,NC(CCC(O)=O)C=C,,,15,NC(CCC(O)=O)C=C,TRUE
954,CHEMBL594,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,,,36,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,TRUE
955,CHEMBL550,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,,,33,CC[C@H]1[C$H](CC2=CN=CN2C)COC1=O,TRUE
956,CHEMBL278172,CCOC(=O)C1=CC=C(N)C=C1,,,22,CCOC(=O)C1=CC=C(N)C=C1,TRUE
957,CHEMBL506,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,,,32,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,TRUE
958,CHEMBL494,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,,,79,[H][C@]12C[C$H](O)[C@H](\C=C\[C$H](O)C(C)CC#CC)[C$]1([H])C\C(C2)=C\CCCC(O)=O,TRUE
960,CHEMBL1271,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,,,31,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,TRUE
963,CHEMBL504,CS(C)=O,,,7,CS(C)=O,TRUE
964,CHEMBL399121,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,,,50,COC1=C(O)C=C(C=C1)[C$H]1CC(=O)C2=C(O)C=C(O)C=C2O1,TRUE
965,CHEMBL2220442,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,,,61,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,TRUE
966,CHEMBL847,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,,,42,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,TRUE
967,CHEMBL960,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,,,39,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,TRUE
969,CHEMBL1463,NC1=C(F)C=NC(=O)N1,,,18,NC1=C(F)C=NC(=O)N1,TRUE
971,CHEMBL1773,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,,,61,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C$H]1O[C@H](C)[C$H](O)[C@H]1O,TRUE
972,CHEMBL1201251,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,,,46,O[C$H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,TRUE
975,CHEMBL1419,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,,,37,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(n)C=C1,TRUE
976,CHEMBL1615438,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,,,74,C[C$H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,TRUE
977,CHEMBL1200790,CCC1(CC)C(=O)NCC(C)C1=O,,,23,CCC1(CC)C(=O)NCC(C)C1=O,TRUE
978,CHEMBL1200907,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,,,89,[H][C$]12CC[C@H](O)[C$]1(C)CC[C$]1([H])[C$]2([H])CC[C$]23O[C$H]2C(O)=C(C[C@]13C)C#N,TRUE
982,CHEMBL19224,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,,,47,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,TRUE
983,CHEMBL505,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,,,36,CN(C)CCC(C1=CC=C(n)C=C1)C1=CC=CC=N1,TRUE
984,CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,,,55,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,TRUE
985,CHEMBL1201329,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,,,48,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,TRUE
988,CHEMBL181,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,,,33,CC1=NS(=O)(=O)C2=C(N1)C=CC(n)=C2,TRUE
989,CHEMBL427216,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,,,59,[H][C$]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,TRUE
990,CHEMBL918,NC(=O)NC(=O)CC1=CC=CC=C1,,,24,NC(=O)NC(=O)CC1=CC=CC=C1,TRUE
992,CHEMBL55400,NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,,,33,NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,TRUE
993,CHEMBL782,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,,,34,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,TRUE
994,CHEMBL712,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,,,37,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,TRUE
997,CHEMBL409,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,,,63,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,TRUE
998,CHEMBL1219,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,,,45,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,TRUE
999,CHEMBL1200386,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,104,[H][C$]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C$]1(C)C[C@H](O)[C$]1([H])[C$]2([H])CCC2=CC(=O)C=C[C@]12C,TRUE
1000,CHEMBL1377,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,,,33,CC(C)NC(=N)NC(=N)NC1=CC=C(n)C=C1,TRUE
1001,CHEMBL595,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,,,45,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,TRUE
1005,CHEMBL723,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,,,49,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,TRUE
1006,CHEMBL33,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,,,54,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,TRUE
1007,CHEMBL832,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,,,57,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,TRUE
1008,CHEMBL1599,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O,,,64,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O,TRUE
1009,CHEMBL1644,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,,,66,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,TRUE
1011,CHEMBL1628227,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,,,41,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,TRUE
1013,CHEMBL17,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,,,41,NS(=O)(=O)C1=CC(=C(n)C(n)=C1)S(N)(=O)=O,TRUE
1014,CHEMBL1570,OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1,,,51,OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1,TRUE
1015,CHEMBL1492,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,,,37,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,TRUE
1016,CHEMBL891,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O,,,75,[H][C@]12SC(C)(C)[C$H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1n)C(O)=O,TRUE
